Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-05-15,132,NIMB,Nepal Investment Mega Bank Limited,204.1,206,203,203.65,50873,10366419.8,204.22,295,149.2,2025-05-15T14:59:51.292124,204,264,203.77,69502.88
2,2025-05-15,135,SBI,Nepal SBI Bank Limited,380,382,374.4,375.83,19394,7321585.6,375.49,549,274.4,2025-05-15T14:59:51.776636,375.1,105,377.51,40962.31
3,2025-05-15,137,EBL,Everest Bank Limited,614.1,616,610.1,612.4,27168,16636243.8,613.82,790,502.5,2025-05-15T14:59:54.216232,612.9,149,612.34,79273.31
4,2025-05-15,140,MBL,Machhapuchhre Bank Limited,211,214.3,208.6,211.18,50649,10686668,211.55,295,164.2,2025-05-15T14:59:46.025472,212.9,180,210.99,24541.98
5,2025-05-15,141,LSL,Laxmi Sunrise Bank Limited,204,207.3,202,205.31,71921,14646562,204.52,300,147.7,2025-05-15T14:59:57.603135,206,253,203.64,49985.82
6,2025-05-15,147,SHL,Soaltee Hotel Limited,529,575.5,525,571.85,824999,461915510.4,529.25,636.5,416.5,2025-05-15T14:59:58.585295,573,2366,559.89,58435.22
7,2025-05-15,152,NHPC,National Hydro Power Company Limited,220.1,222,217,220.01,256528,56015853.9,220.76,290,136,2025-05-15T14:59:59.614135,221,576,218.36,5426.41
8,2025-05-15,156,BBC,Bishal Bazar Company Limited,5798.1,5808,5697,5734.8,555,3175179.7,5684.43,7247,3684.8,2025-05-15T14:59:12.598809,5739,38,5721.04,229965.48
9,2025-05-15,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,661.1,668.9,660,662.48,10927,7262409.1,669.53,930.2,649,2025-05-15T14:59:55.455743,661.7,81,664.62,17304.51
10,2025-05-15,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,858,858,846,848.17,9614,8161160.9,847.56,1155,815,2025-05-15T14:59:27.740159,849,114,848.88,27271.6
11,2025-05-15,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,775,780,766,772.34,5443,4205005,777.71,1099,713,2025-05-15T14:56:07.473691,772,55,772.55,14429.52
12,2025-05-15,172,NABBC,Narayani Development Bank Limited,1567.8,1595,1477,1581.5,51105,78442537.5,1599.74,2060,508,2025-05-15T14:59:59.227969,1575,73,1534.92,4150.93
13,2025-05-15,179,HEI,Himalayan Everest Insurance Limited,567,578.5,564,565.88,10592,6005357.6,567.19,810,555,2025-05-15T14:58:42.59784,565,92,566.97,14147.89
14,2025-05-15,182,SPIL,Siddhartha Premier Insurance Limited,800,816,793,797.36,11449,9144027.3,798.36,1076,760,2025-05-15T14:59:53.649928,799,71,798.67,22378.31
15,2025-05-15,183,NIL,Neco Insurance Limited,700,700,691,693.21,9731,6737838.8,697.56,1050,691,2025-05-15T14:59:32.89668,693,86,692.4,18657.97
16,2025-05-15,185,SALICO,Sagarmatha Lumbini Insurance Co. Limited,665.1,669.9,661.2,664.01,9750,6483227.9,672.51,926,660,2025-05-15T14:59:58.912957,663,68,664.94,17414.58
17,2025-05-15,188,LICN,Life Insurance Corporation (Nepal) Limited,983.6,983.6,940,948.89,30747,29363147.1,964.41,2475,905.6,2025-05-15T14:59:54.560132,947,376,954.99,47444.5
18,2025-05-15,192,SICL,Shikhar Insurance Co. Ltd.,756,765,752,755.54,9598,7246631,760.24,1120,675,2025-05-15T14:59:34.976159,755,96,755.01,22065.11
19,2025-05-15,194,NFS,Nepal Finance Ltd.,625.9,625.9,605,609.29,20970,12790772.4,615.24,2614.9,487.1,2025-05-15T14:59:58.157107,609,247,609.95,5111.6
20,2025-05-15,195,BNL,Bottlers Nepal (Balaju) Limited,17800,17800,17800,17800,10,178000,18070,22500,14900,2025-05-15T12:33:02.725408,17800,1,17800,34690.19
21,2025-05-15,204,GUFL,Gurkhas Finance Ltd.,538,548,538,540.35,6800,3677033.7,543.12,1041,528.1,2025-05-15T14:58:25.065196,540,68,540.74,4690.2
22,2025-05-15,213,BNT,Bottlers Nepal (Terai) Limited,12650,12650,12560,12560,56,704500,12700,18100,12300,2025-05-15T14:59:12.178543,12560,5,12580.35,15197.6
23,2025-05-15,219,UNL,Unilever Nepal Limited,46300,46300,46300,46300,37,1713100,46250,56805.8,39000,2025-05-15T14:30:01.643985,46300,3,46300,42628.41
24,2025-05-15,232,GFCL,Goodwill Finance Limited,650,651,638,640.45,13899,8959864,647.54,1353,446,2025-05-15T14:59:58.542414,640,106,644.64,6059.39
25,2025-05-15,235,HDL,Himalayan Distillery Limited,1219,1221,1205,1209.67,28893,35030079,1213.32,1749,1136,2025-05-15T14:59:54.819623,1215,425,1212.4,37178.02
26,2025-05-15,238,NMB,NMB Bank Limited,236,237,233,234.78,50679,11899721.4,235.86,300,176.1,2025-05-15T14:59:45.015981,234,173,234.8,43121.35
27,2025-05-15,244,SIFC,Shree Investment Finance Co. Ltd.,510,510,497,499.83,12523,6271491.7,503.92,795,409.3,2025-05-15T14:59:22.036096,498,93,500.79,4998.3
28,2025-05-15,245,CFCL,Central Finance Co. Ltd.,533.1,543,522.5,525.27,22348,11798351.4,532.93,820,377.3,2025-05-15T14:59:34.604717,527,189,527.93,4984.16
29,2025-05-15,131,NABIL,Nabil Bank Limited,485,486,481.5,482.11,47247,22844525.9,483.85,700,428,2025-05-15T14:59:57.288654,483,468,483.51,130444.49
30,2025-05-15,133,SCB,Standard Chartered Bank Limited,603,607,600,602.7,13691,8260350,602.14,790,535,2025-05-15T14:59:56.475269,601.1,155,603.34,60525.35
31,2025-05-15,134,HBL,Himalayan Bank Limited,221.2,221.2,210,215.05,28513,6135092.6,216.9,312.1,172.1,2025-05-15T14:59:57.179187,215.6,178,215.16,46572.55
32,2025-05-15,139,NICA,NIC Asia Bank Ltd.,346,348,339.9,341.58,143396,48950682,346.24,573,339.9,2025-05-15T14:59:57.348954,341,666,341.36,50955.43
33,2025-05-15,142,KBL,Kumari Bank Limited,195.5,197.9,194.7,195.96,170436,33414637.4,195.96,272.9,133.2,2025-05-15T14:59:54.52238,195.7,520,196.05,51392.2
34,2025-05-15,145,SBL,Siddhartha Bank Limited,276,276,271,272.05,34117,9303944.3,274.06,380,224.3,2025-05-15T14:59:59.427586,271,106,272.7,38331.79
35,2025-05-15,148,TRH,Taragaon Regency Hotel Limited,975,1004,974,998.37,23568,23412398.8,956.74,1538,715.4,2025-05-15T14:59:59.432666,987,169,993.39,19589.22
36,2025-05-15,149,OHL,Oriental Hotels Limited,867,919,867,891.43,16774,14893401.8,867.09,1205,740,2025-05-15T14:59:20.758278,890,111,887.88,10558.94
37,2025-05-15,153,BPCL,Butwal Power Company Limited,484.4,484.4,458.9,463.73,280997,130976663.3,474.98,555,286,2025-05-15T14:59:59.548709,467.9,870,466.11,15808.86
38,2025-05-15,154,CHCL,Chilime Hydropower Company Limited,473,488,473,482.65,51395,24770027.9,482.02,697,427,2025-05-15T14:59:54.009387,483,338,481.95,42388.24
39,2025-05-15,155,STC,Salt Trading Corporation,5110,5275,5110,5123.79,2009,10401799.6,5213.75,7000,4321,2025-05-15T14:59:57.966477,5111,80,5177.6,16432.87
40,2025-05-15,171,SANIMA,Sanima Bank Limited,303,306,302.5,305.28,35608,10864067.8,305.5,382,240,2025-05-15T14:59:56.2449,305.3,120,305.1,41461.68
41,2025-05-15,176,NICL,Nepal Insurance Co. Ltd.,767.5,778,759,760.4,5808,4437483.9,779.9,1162,750,2025-05-15T14:59:46.764941,759,81,764.02,14378.24
42,2025-05-15,177,RBCL,Rastriya Beema Company Limited,14625,14700,14555.1,14570.03,100,1461621,14508,22493.9,12917,2025-05-15T14:59:47.329779,14555.1,10,14616.21,38849.02
43,2025-05-15,178,NLICL,National Life Insurance Co. Ltd.,629,629,612.3,624.21,20516,12776248.8,622.28,776.1,528,2025-05-15T14:59:57.736493,624,95,622.74,32534.66
44,2025-05-15,180,UAIL,United Ajod Insurance Limited,600,600,590,590.43,10339,6120610.4,600,837.3,545.2,2025-05-15T14:59:54.277014,597,128,591.99,12399.03
45,2025-05-15,184,PRIN,Prabhu Insurance Ltd.,868,874.9,856.6,858.81,8289,7134069.2,868.08,1113,756,2025-05-15T14:58:58.774665,856.7,64,860.66,12379.64
46,2025-05-15,186,IGI,IGI Prudential insurance Limited,540,547,535,536.43,11372,6127328.8,540.9,760,508,2025-05-15T14:59:18.657428,536,125,538.8,16250.26
47,2025-05-15,187,NLIC,Nepal Life Insurance Co. Ltd.,750.3,758,750.3,752.53,29081,21940547.3,754.03,1060,570.1,2025-05-15T14:59:54.525525,752.2,279,754.46,67944.15
48,2025-05-15,210,CIT,Citizen Investment Trust,1929,1929,1913.1,1914.83,10536,20186994.1,1916.85,2700,1887,2025-05-15T14:59:52.806471,1913.6,240,1916,124113.78
49,2025-05-15,227,BFC,Best Finance Company Ltd.,489.9,497,485,486.64,15741,7702026.7,488.78,951.6,381.2,2025-05-15T14:59:49.000451,486.3,117,489.29,4333.16
50,2025-05-15,236,PFL,Pokhara Finance Ltd.,416.9,417,407.7,409.36,13005,5369023.5,411.2,794.9,339.9,2025-05-15T14:59:52.057263,412,111,412.84,4431.55
51,2025-05-15,255,PRVU,Prabhu  Bank Limited,202.2,202.2,197.5,197.92,88758,17595716.7,198.24,297,137,2025-05-15T14:59:53.306642,198,398,198.24,46595.3
52,2025-05-15,263,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,489.9,490,473.1,474.24,8766,4173724.9,480.76,759,382.2,2025-05-15T14:59:40.068537,474,68,476.12,4800.14
53,2025-05-15,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,790,794,784,785.12,6499,5111610.8,790.06,1232,781,2025-05-15T14:59:17.32536,787,51,786.52,13006.49
54,2025-05-15,273,ICFC,ICFC Finance Limited,600.1,622.3,600,611.23,21692,13206882.4,611.83,910,504.1,2025-05-15T14:59:58.281362,612,184,608.83,7233.73
55,2025-05-15,307,NTC,Nepal Doorsanchar Company Limited,879,879,866,868.19,12215,10602114.7,864.23,1214,800,2025-05-15T14:59:51.258098,870,177,867.95,156274.2
56,2025-05-15,339,BFCPO,Best Finance Co. Limited Promoter Share,330,330,330,330,100000,33000000,336.2,350,188,2025-05-15T12:21:46.545768,330,1,330,48
57,2025-05-15,250,JFL,Janaki Finance Company Limited,470,485,469.5,470.39,10715,5071590,476.02,1083.3,400,2025-05-15T14:59:36.022807,470.2,111,473.31,3247.92
58,2025-05-15,256,SFCL,Samriddhi Finance Company Limited,482,491,475.3,478.76,16016,7685204.3,484.41,1117.9,333.3,2025-05-15T14:59:57.258901,480,143,479.84,3920.62
59,2025-05-15,274,EDBL,Excel Development Bank Ltd.,609.9,614,588,596.1,20255,12131928.5,613.2,838.2,367.7,2025-05-15T14:59:57.508999,596,136,598.95,7449.43
60,2025-05-15,338,PROFL,Progressive Finance Limited,499,499,480,483.71,17886,8734497.5,493.14,865,330,2025-05-15T14:59:41.953196,486,123,488.34,4141.08
61,2025-05-15,357,PCBL,Prime Commercial Bank Ltd.,234.1,238.6,233.5,234.5,55877,13129544.1,236.93,329,190.1,2025-05-15T14:59:35.678086,237.8,160,234.97,45499.04
62,2025-05-15,358,LBBL,Lumbini Bikas Bank Ltd.,470.4,489,465.5,470.78,336917,160847280.1,480,560,367,2025-05-15T14:59:58.489964,468,932,477.4,17059.55
63,2025-05-15,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,290.4,290.4,277,285.34,375302,106786529.2,284.73,349,149,2025-05-15T14:59:58.320976,286,969,284.53,10979.89
64,2025-05-15,396,NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,609,621,609,618.28,6597,4078807.8,618.46,988,595,2025-05-15T14:59:53.386712,619,79,618.28,8642.1
65,2025-05-15,397,ADBL,Agricultural Development Bank Limited,280,282,278.2,281.11,26415,7412963.8,281.08,428.4,239,2025-05-15T14:59:57.169402,281.2,158,280.63,38948.42
66,2025-05-15,401,MLBL,Mahalaxmi Bikas Bank Ltd.,403,412,392.1,397.06,153935,61779142,409.57,498,311.7,2025-05-15T14:59:50.658226,396.2,537,401.33,17059.52
67,2025-05-15,403,SJLIC,SuryaJyoti Life Insurance Company Limited,430,435,430,431.59,26583,11475081.9,433.02,644,395.1,2025-05-15T14:59:42.077371,434,222,431.66,21631.07
68,2025-05-15,471,MPFL,Multipurpose Finance Company  Limited,585,605,585,596.83,9285,5501703.9,594.91,936.9,420.1,2025-05-15T14:59:54.214171,597,80,592.53,3641.86
69,2025-05-15,473,SHINE,Shine Resunga Development Bank Ltd.,411.2,415.9,405.3,406.59,56191,23035080.8,414.58,625,373.2,2025-05-15T14:59:58.627612,405.3,218,409.94,19824.12
70,2025-05-15,490,FMDBL,First Micro Finance Laghubitta Bittiya Sanstha Limited,741,752,730.3,734,9801,7210232.4,730.67,1004,650,2025-05-15T14:59:51.199016,733.7,93,735.66,9871.36
71,2025-05-15,516,MFIL,Manjushree Finance Ltd.,596,605,590,595.36,12666,7538690.2,596.68,917,497,2025-05-15T14:59:42.511014,597,121,595.19,8046.61
72,2025-05-15,561,SINDU,Sindhu Bikash Bank Ltd,749,778.7,713,720.52,63342,46358147.8,763.98,1482,368,2025-05-15T14:59:54.705047,718,844,731.87,4016.58
73,2025-05-15,574,SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,795,801,791,797.99,33896,27007044.1,791.55,1105,780.2,2025-05-15T14:59:20.764182,800,148,796.76,34414.29
74,2025-05-15,583,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,771.3,785,770.5,777.7,3569,2759337.6,780.58,987,667.1,2025-05-15T14:59:32.960907,777.7,46,773.14,7640.9
75,2025-05-15,587,RLFL,Reliance Finance Ltd.,495,495,478,480.27,18009,8651344.1,487.39,838,384.2,2025-05-15T14:59:31.951571,481,140,480.39,5386
76,2025-05-15,591,SHPC,Sanima Mai Hydropower Ltd.,582.5,604.9,563.1,576.97,464712,270754423.8,571.16,680,316,2025-05-15T14:59:58.041898,578,1387,582.62,21567.1
77,2025-05-15,610,RIDI,Ridi Power Company Limited,278.2,280,266.7,268.23,344469,93501148.2,272.81,311,157.9,2025-05-15T14:59:56.408186,267,1050,271.43,6231.93
78,2025-05-15,618,LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,1069,1069,1048,1048,20,21170,1055,1428,993,2025-05-15T14:56:44.679482,1048,2,1058.5,4628.62
79,2025-05-15,632,PRVUPO,Prabhu  Bank Limited Promoter Share,110,110,110,110,8532,938520,110,124,100,2025-05-15T12:42:59.008011,110,1,110,110
80,2025-05-15,686,BARUN,Barun Hydropower Co. Ltd.,523,560,520,539.89,101666,53954130.7,525.2,589,226.1,2025-05-15T14:59:58.390854,543.9,360,530.69,2892.81
81,2025-05-15,687,VLBS,Vijaya laghubitta Bittiya Sanstha Ltd.,799,816,788,796.43,4075,3245408.8,799.87,1174,770,2025-05-15T14:59:59.053596,790,42,796.41,5933.73
82,2025-05-15,693,HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,925.17,943.6,925.17,927.3,611,570924.5,925.17,1447,817,2025-05-15T14:57:59.711851,927.3,20,934.4,2965.67
83,2025-05-15,700,HEIP,Himalayan Everest Insurance Limited Promoter,360,360,357,357,1721,618897,360,563,327,2025-05-15T14:53:08.845202,357,4,359.61,954.99
84,2025-05-15,1741,MERO,Mero Microfinance Bittiya Sanstha Ltd.,702,707.9,695,701.26,9825,6850331.6,702.05,980,648,2025-05-15T14:59:44.866985,704,69,697.23,9950.88
85,2025-05-15,341,GBIME,Global IME Bank Limited,216,217,214.3,215.32,89466,19259464.3,215.66,302,170,2025-05-15T14:59:54.812782,215.7,404,215.27,82071.05
86,2025-05-15,348,CZBIL,Citizens Bank International Limited,200,200,197,197.86,27432,5440824.4,197.81,296,158,2025-05-15T14:59:57.001307,198.5,133,198.33,29221.97
87,2025-05-15,371,MDB,Miteri Development Bank Limited,620,620,600,603.4,19678,11945149,610.87,843.5,469.2,2025-05-15T14:59:58.055871,607,171,607.03,7343.98
88,2025-05-15,385,ALICL,Asian Life Insurance Co. Limited,722,727.9,713.2,718.74,13151,9463091.3,721.27,831,542.1,2025-05-15T14:59:57.707373,721.9,106,719.57,24435.98
89,2025-05-15,393,HLI,Himalayan Life Insurance Limited,408,410,403,404.08,51159,20723850.8,407.11,607,364.1,2025-05-15T14:59:56.191296,403.3,363,405.08,36945.99
90,2025-05-15,417,GBBL,Garima Bikas Bank Limited,403.7,404,394,398.74,27398,10935545.8,401.33,531.4,350.1,2025-05-15T14:59:50.349164,397.1,108,399.13,22650.5
91,2025-05-15,418,JBBL,Jyoti Bikas Bank Limited,339,342.5,333.5,333.94,38735,13057755.5,339.75,445,279.1,2025-05-15T14:59:57.418295,335.9,170,337.1,14679.29
92,2025-05-15,450,CORBL,Corporate Development Bank Limited,2345.2,2345.2,2079,2100.46,8572,18120868.3,2299.31,2842.3,460.1,2025-05-15T14:58:34.522975,2090,172,2113.96,11027.42
93,2025-05-15,459,KSBBL,Kamana Sewa Bikas Bank Limited,455,460,447,448.56,50108,22648586.6,452.92,564.8,362,2025-05-15T14:59:58.585705,449,232,451.99,15748.25
94,2025-05-15,469,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share,153.2,157.7,153.1,153.36,228,34967.8,155,222,128,2025-05-15T14:59:14.562681,157.7,4,153.36,28076.44
95,2025-05-15,472,SADBL,Shangrila Development Bank Ltd.,410,415,402,405.98,46817,19121240.2,412.33,497,303.4,2025-05-15T14:59:57.905981,404.1,170,408.42,14437.69
96,2025-05-15,474,MNBBL,Muktinath Bikas Bank Ltd.,370,370,362.7,367.1,41470,15196992.6,365.57,482,336,2025-05-15T14:59:47.625694,369,224,366.45,25869.31
97,2025-05-15,517,NBL,Nepal Bank Limited,244,246.8,243,243.95,50001,12205275.7,245.15,337.5,202,2025-05-15T14:59:53.108816,243.3,281,244.1,35846.07
